timestamp,TimeGPT
2010-11-25 11:50:00,1.4146796464920044
2010-11-25 12:00:00,1.4027801752090454
2010-11-25 12:10:00,1.347569465637207
2010-11-25 12:20:00,1.3011903762817383
2010-11-25 12:30:00,1.273973822593689
2010-11-25 12:40:00,1.240146517753601
2010-11-25 12:50:00,1.1933528184890747
2010-11-25 13:00:00,1.1647851467132568
2010-11-25 13:10:00,1.1554144620895386
2010-11-25 13:20:00,1.166565179824829
2010-11-25 13:30:00,1.1502362489700317
2010-11-25 13:40:00,1.1124366521835327
2010-11-25 13:50:00,1.0530792474746704
2010-11-25 14:00:00,1.08467698097229
2010-11-25 14:10:00,1.1186418533325195
2010-11-25 14:20:00,1.1435377597808838
2010-11-25 14:30:00,1.140828013420105
2010-11-25 14:40:00,1.236466407775879
2010-11-25 14:50:00,1.2944557666778564
2010-11-25 15:00:00,1.3366535902023315
2010-11-25 15:10:00,1.4090880155563354
2010-11-25 15:20:00,1.4080755710601807
2010-11-25 15:30:00,1.3805304765701294
2010-11-25 15:40:00,1.3644357919692993
2010-11-25 15:50:00,1.3347214460372925
2010-11-25 16:00:00,1.2948774099349976
2010-11-25 16:10:00,1.2657735347747803
2010-11-25 16:20:00,1.2151433229446411
2010-11-25 16:30:00,1.192708134651184
2010-11-25 16:40:00,1.142369031906128
2010-11-25 16:50:00,1.107966661453247
2010-11-25 17:00:00,1.1620522737503052
2010-11-25 17:10:00,1.205553412437439
2010-11-25 17:20:00,1.2078734636306763
2010-11-25 17:30:00,1.1233857870101929
2010-11-25 17:40:00,1.0839800834655762
2010-11-25 17:50:00,1.1071929931640625
2010-11-25 18:00:00,1.162563681602478
2010-11-25 18:10:00,1.2089236974716187
2010-11-25 18:20:00,1.238654375076294
2010-11-25 18:30:00,1.3006354570388794
2010-11-25 18:40:00,1.285197138786316
2010-11-25 18:50:00,1.3258072137832642
2010-11-25 19:00:00,1.390074372291565
2010-11-25 19:10:00,1.4037123918533325
2010-11-25 19:20:00,1.4104232788085938
2010-11-25 19:30:00,1.3961092233657837
2010-11-25 19:40:00,1.369164228439331
2010-11-25 19:50:00,1.3350605964660645
2010-11-25 20:00:00,1.3322862386703491
