timestamp,TimeGPT
2010-11-25 21:10:00,1.4035673141479492
2010-11-25 21:20:00,1.3989019393920898
2010-11-25 21:30:00,1.3478622436523438
2010-11-25 21:40:00,1.347123146057129
2010-11-25 21:50:00,1.3266758918762207
2010-11-25 22:00:00,1.2507575750350952
2010-11-25 22:10:00,1.225663185119629
2010-11-25 22:20:00,1.2103614807128906
2010-11-25 22:30:00,1.1780693531036377
2010-11-25 22:40:00,1.0991060733795166
2010-11-25 22:50:00,1.1394461393356323
2010-11-25 23:00:00,1.1181049346923828
2010-11-25 23:10:00,1.0225906372070312
2010-11-25 23:20:00,1.0744900703430176
2010-11-25 23:30:00,1.0554311275482178
2010-11-25 23:40:00,1.0498769283294678
2010-11-25 23:50:00,0.9848999381065369
2010-11-26 00:00:00,0.934299111366272
2010-11-26 00:10:00,0.9146782159805298
2010-11-26 00:20:00,0.8711073398590088
2010-11-26 00:30:00,0.8063381910324097
2010-11-26 00:40:00,0.7927528023719788
2010-11-26 00:50:00,0.735098123550415
2010-11-26 01:00:00,0.6970824599266052
2010-11-26 01:10:00,0.720149040222168
2010-11-26 01:20:00,0.7142075896263123
2010-11-26 01:30:00,0.7002934217453003
2010-11-26 01:40:00,0.7173411846160889
2010-11-26 01:50:00,0.6862073540687561
2010-11-26 02:00:00,0.7102547883987427
2010-11-26 02:10:00,0.7870263457298279
2010-11-26 02:20:00,0.8347448706626892
2010-11-26 02:30:00,0.8846702575683594
2010-11-26 02:40:00,0.9057129621505737
2010-11-26 02:50:00,0.8909568190574646
2010-11-26 03:00:00,0.931929886341095
2010-11-26 03:10:00,0.9254700541496277
2010-11-26 03:20:00,0.9441620111465454
2010-11-26 03:30:00,0.9719997644424438
2010-11-26 03:40:00,0.9376306533813477
2010-11-26 03:50:00,0.9406784176826477
2010-11-26 04:00:00,0.9345823526382446
2010-11-26 04:10:00,0.8816769123077393
2010-11-26 04:20:00,0.8497164249420166
2010-11-26 04:30:00,0.8878260254859924
2010-11-26 04:40:00,0.8712953329086304
2010-11-26 04:50:00,0.8956989049911499
2010-11-26 05:00:00,0.9380298852920532
2010-11-26 05:10:00,0.9273022413253784
2010-11-26 05:20:00,0.9507427215576172
